Scheepsnaam;Handling;Terminal;Port of discharge;Consignmentnr;Kind of package;Shipping Name;UNO;IMO;Flashpoint;Packaging Group;Equipment number;Stowage position;Quantity in container;Weight in container
Erasmus 1;Discharge;Terminal 1;Amsterdam;70113506;Rectangular Tank;MATCHES, SAFETY;1814;61;0;Medium danger;PBAU7242295;020294;3689;63243000
Erasmus 1;Transit;Terminal 1;Amsterdam;91024910;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;1903;8;0;Minor danger;PBAU4002175;020394;9917;95011000
Erasmus 1;Discharge;Terminal 1;Amsterdam;67466433;Rectangular Tank;FURFURYL ALCOHOL;3082;8;0;Minor danger;PBAU8596479;020494;3649;55981000
Erasmus 1;Transit;Terminal 1;Amsterdam;62837738;Rectangular Tank;PENTANE 2,4 DIONE;2922;3;0;Medium danger;PBAU6236236;020594;9745;87993000
Erasmus 1;Discharge;Terminal 1;Amsterdam;96292072;Rectangular Tank;TRIETHYLENETETRAMINE;3487;61;0;Medium danger;PBAU4836368;020694;5217;53346000
Erasmus 1;Transit;Terminal 1;Amsterdam;45692489;Rectangular Tank;RESORCINOL;2512;3;0;Medium danger;PBAU1169728;020794;7201;92009000
Erasmus 1;Transit;Terminal 1;Amsterdam;15512016;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1903;41;0;Medium danger;PBAU8720606;020894;6332;94620000
Erasmus 1;Discharge;Terminal 1;Amsterdam;42698008;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2259;3;13;Minor danger;PBAU3285218;020994;4089;47979000
Erasmus 1;Discharge;Terminal 1;Amsterdam;47667005;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1814;3;0;Minor danger;PBAU1848671;021094;2043;61017000
Erasmus 1;Transit;Terminal 1;Amsterdam;42484193;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2052;3;0;Minor danger;PBAU3837119;020196;6532;87713000
Erasmus 1;Transit;Terminal 1;Amsterdam;41630145;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;1779;3;13;Medium danger;PBAU8429319;020296;6151;57938000
Erasmus 1;Discharge;Terminal 1;Amsterdam;86646307;Rectangular Tank;TRICHLOROETHYLENE;1807;61;38;Medium danger;PBAU5475439;020396;7647;7492000
Erasmus 1;Transit;Terminal 1;Amsterdam;65159517;Rectangular Tank;MATCHES, SAFETY;1993;3;0;Medium danger;PBAU3741520;020496;8335;7870000
Erasmus 1;Transit;Terminal 1;Amsterdam;27900572;Rectangular Tank;TRICHLOROETHYLENE;2524;61;0;Minor danger;PBAU7721860;020596;3047;89255000
Erasmus 1;Transit;Terminal 1;Amsterdam;84187933;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);3082;61;0;Great danger;PBAU6591871;020696;5632;9536000
Erasmus 1;Transit;Terminal 1;Amsterdam;21950659;Rectangular Tank;FURFURYL ALCOHOL;1779;3;0;Medium danger;PBAU7929451;020796;1461;88125000
Erasmus 1;Transit;Terminal 1;Amsterdam;75962204;Rectangular Tank;SULPHURIC ACID;2524;3;15;Medium danger;PBAU1703401;020896;6896;41391000
Erasmus 1;Transit;Terminal 1;Amsterdam;99280446;Rectangular Tank;PENTANE 2,4 DIONE;1219;3;15;Medium danger;PBAU1257257;020996;4624;76428000
Erasmus 1;Transit;Terminal 1;Amsterdam;89224777;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;1760;3;0;Minor danger;PBAU1199919;021096;3510;23484000
Erasmus 1;Discharge;Terminal 1;Amsterdam;86997672;Rectangular Tank;TRICHLOROETHYLENE;1170;8;15;Minor danger;PBAU9483401;020198;5539;71022000
Erasmus 1;Discharge;Terminal 1;Amsterdam;70554704;Rectangular Tank;RESORCINOL;1266;3;7;Minor danger;PBAU7105698;020298;468;30894000
Erasmus 1;Discharge;Terminal 1;Amsterdam;70236880;Rectangular Tank;TRIMETHYL PHOSPHITE;3302;8;15;Medium danger;PBAU3282559;020398;1244;69562000
Erasmus 1;Discharge;Terminal 1;Amsterdam;30584631;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;1199;3;46;Medium danger;PBAU7923065;020498;6300;72172000
Erasmus 1;Discharge;Terminal 1;Amsterdam;27198615;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);1866;51;0;Minor danger;PBAU6327576;020598;2008;73800000
Erasmus 1;Discharge;Terminal 1;Amsterdam;97293271;Rectangular Tank;SULPHURIC ACID;2344;3;46;Minor danger;PBAU2970472;020698;4368;47220000
Erasmus 1;Transit;Terminal 1;Amsterdam;62086409;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;3082;61;38;Minor danger;PBAU5290364;020798;1152;83548000
Erasmus 1;Discharge;Terminal 1;Amsterdam;25383041;Rectangular Tank;BROMOPROPANES;3487;3;0;Minor danger;PBAU5997146;020898;319;76488000
Erasmus 1;Transit;Terminal 1;Amsterdam;45961850;Rectangular Tank;DIPENTENE;3265;3;0;Medium danger;PBAU7164856;020998;4026;32416000
Erasmus 1;Discharge;Terminal 1;Amsterdam;25504957;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1992;8;0;Medium danger;PBAU6546502;021098;2443;16466000
Erasmus 1;Discharge;Terminal 1;Amsterdam;52470928;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);3302;61;12;Medium danger;PBAU6853695;030182;7730;6124000
Erasmus 1;Transit;Terminal 1;Amsterdam;99350580;Rectangular Tank;PENTANE 2,4 DIONE;1173;41;13;Minor danger;PBAU4886547;030282;5981;27587000
Erasmus 1;Transit;Terminal 1;Amsterdam;33461101;Rectangular Tank;DIPENTENE;2734;3;118;Minor danger;PBAU9015177;030382;4220;80829000
Erasmus 1;Transit;Terminal 1;Amsterdam;62053555;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;3082;61;0;Medium danger;PBAU7187546;030482;9315;99584000
Erasmus 1;Discharge;Terminal 1;Amsterdam;64254627;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;3378;8;30;Medium danger;PBAU6944509;030582;5072;48424000
Erasmus 1;Transit;Terminal 1;Amsterdam;94691030;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3261;8;24;Medium danger;PBAU7170856;030682;6839;34422000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12781768;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;3261;61;0;Medium danger;PBAU3877933;030782;1833;30120000
Erasmus 1;Discharge;Terminal 1;Amsterdam;85455719;Rectangular Tank;CRESOLS, SOLID;1710;8;0;Medium danger;PBAU7592451;030882;9826;52017000
Erasmus 1;Discharge;Terminal 1;Amsterdam;26017699;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2876;3;7;Minor danger;PBAU4081526;030982;6351;47337000
Erasmus 1;Transit;Terminal 1;Amsterdam;31342484;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1779;8;12;Medium danger;PBAU9524791;031082;8989;87126000
Erasmus 1;Discharge;Terminal 1;Amsterdam;69885953;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);2929;8;0;Medium danger;PBAU4742823;030184;37;90279000
Erasmus 1;Transit;Terminal 1;Amsterdam;69879964;Rectangular Tank;ESTERS, N.O.S.;1992;61;0;Minor danger;PBAU3615897;030284;916;76528000
Erasmus 1;Discharge;Terminal 1;Amsterdam;40549591;Rectangular Tank;ETHYL ACETATE;3272;51;12;Minor danger;PBAU9215936;030384;324;68515000
Erasmus 1;Transit;Terminal 1;Amsterdam;46136456;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;2259;3;0;Medium danger;PBAU2594616;030484;9498;77669000
Erasmus 1;Discharge;Terminal 1;Amsterdam;22991615;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;1760;8;27;Minor danger;PBAU8556936;030584;3690;32210000
Erasmus 1;Transit;Terminal 1;Amsterdam;17534175;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1266;61;13;Medium danger;PBAU7905819;030684;8568;72896000
Erasmus 1;Discharge;Terminal 1;Amsterdam;57503431;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;3487;61;12;Minor danger;PBAU6323591;030784;1233;75830000
Erasmus 1;Transit;Terminal 1;Amsterdam;52334603;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;3487;3;0;Great danger;PBAU9570898;030884;9034;6310000
Erasmus 1;Transit;Terminal 1;Amsterdam;99567267;Rectangular Tank;FURFURYL ALCOHOL;3272;3;15;Minor danger;PBAU7298756;030984;6172;90060000
Erasmus 1;Discharge;Terminal 1;Amsterdam;94005137;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;2929;3;46;Great danger;PBAU1182382;031084;7846;54142000
Erasmus 1;Discharge;Terminal 1;Amsterdam;94839972;Rectangular Tank;ESTERS, N.O.S.;1710;8;30;Medium danger;PBAU5867393;030186;6052;26175000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12557838;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2734;3;12;Medium danger;PBAU7057964;030286;2658;7652000
Erasmus 1;Transit;Terminal 1;Amsterdam;21871991;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;2929;3;0;Medium danger;PBAU2078927;030386;7999;81967000
Erasmus 1;Discharge;Terminal 1;Amsterdam;98235202;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;3302;61;15;Medium danger;PBAU9399003;030486;9356;89089000
Erasmus 1;Discharge;Terminal 1;Amsterdam;10450645;Rectangular Tank;AMINOPHENOLS;3378;3;0;Minor danger;PBAU5737733;030586;2169;24847000
Erasmus 1;Transit;Terminal 1;Amsterdam;17896549;Rectangular Tank;RESIN SOLUTION;3272;8;0;Medium danger;PBAU5443225;030686;3319;16103000
Erasmus 1;Discharge;Terminal 1;Amsterdam;66071966;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;2734;8;30;Minor danger;PBAU5516444;030786;1857;22200000
Erasmus 1;Transit;Terminal 1;Amsterdam;14560167;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;3302;61;46;Medium danger;PBAU6568373;030886;4615;82775000
Erasmus 1;Transit;Terminal 1;Amsterdam;66126723;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;2874;61;0;Medium danger;PBAU5134578;030986;5401;28569000
Erasmus 1;Transit;Terminal 1;Amsterdam;80660494;Rectangular Tank;TRICHLOROETHYLENE;2734;3;0;Medium danger;PBAU3782451;031086;5658;60231000
Erasmus 1;Transit;Terminal 1;Amsterdam;61089473;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;2796;3;7;Medium danger;PBAU4417084;030188;7604;10775000
Erasmus 1;Discharge;Terminal 1;Amsterdam;41468777;Rectangular Tank;BROMOPROPANES;3455;9;0;Medium danger;PBAU2702778;030288;6909;40588000
Erasmus 1;Transit;Terminal 1;Amsterdam;46119931;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;2922;8;38;Medium danger;PBAU9663566;030388;4959;44255000
Erasmus 1;Discharge;Terminal 1;Amsterdam;75525104;Rectangular Tank;DIPENTENE;3082;8;0;Minor danger;PBAU9171634;030488;2911;42042000
Erasmus 1;Discharge;Terminal 1;Amsterdam;86156300;Rectangular Tank;ESTERS, N.O.S.;1170;3;60;Great danger;PBAU1873889;030588;1584;49086000
Erasmus 1;Transit;Terminal 1;Amsterdam;16746713;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1992;3;38;Minor danger;PBAU4966145;030688;5870;5812000
Erasmus 1;Discharge;Terminal 1;Amsterdam;44892107;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);3487;41;0;Minor danger;PBAU2556801;030788;2668;63986000
Erasmus 1;Discharge;Terminal 1;Amsterdam;83085803;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;2924;61;0;Medium danger;PBAU5762468;030888;9000;94382000
Erasmus 1;Discharge;Terminal 1;Amsterdam;41704313;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;1993;41;0;Medium danger;PBAU9036199;030988;1902;4859000
Erasmus 1;Discharge;Terminal 1;Amsterdam;85795875;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1807;3;0;Medium danger;PBAU4429106;031088;7751;44271000
Erasmus 1;Discharge;Terminal 1;Amsterdam;62193045;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;2524;8;0;Medium danger;PBAU4129094;030190;7880;58226000
Erasmus 1;Discharge;Terminal 1;Amsterdam;16911266;Rectangular Tank;FURFURYL ALCOHOL;1944;61;15;Medium danger;PBAU8908546;030290;6609;28225000
Erasmus 1;Discharge;Terminal 1;Amsterdam;46343284;Rectangular Tank;SULPHURIC ACID;2929;3;12;Medium danger;PBAU6984805;030390;753;72602000
Erasmus 1;Discharge;Terminal 1;Amsterdam;38920264;Rectangular Tank;RESIN SOLUTION;1199;8;15;Minor danger;PBAU3571974;030490;6197;68373000
Erasmus 1;Discharge;Terminal 1;Amsterdam;78590154;Rectangular Tank;TRIETHYLENETETRAMINE;1710;61;27;Minor danger;PBAU7099347;030590;6249;32278000
Erasmus 1;Discharge;Terminal 1;Amsterdam;17526977;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;3455;8;15;Minor danger;PBAU6507044;030690;2495;12235000
Erasmus 1;Discharge;Terminal 1;Amsterdam;56067737;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;2052;61;30;Medium danger;PBAU1748842;030790;8668;73843000
Erasmus 1;Discharge;Terminal 1;Amsterdam;36785129;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;2796;61;7;Minor danger;PBAU4374231;030890;6566;97508000
Erasmus 1;Transit;Terminal 1;Amsterdam;83209116;Rectangular Tank;BROMOPROPANES;1866;41;24;Minor danger;PBAU3348317;030990;4625;1290000
Erasmus 1;Discharge;Terminal 1;Amsterdam;91907331;Rectangular Tank;BROMOPROPANES;3455;3;7;Medium danger;PBAU1385965;031090;1504;39656000
Erasmus 1;Transit;Terminal 1;Amsterdam;29649482;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;1219;8;15;Minor danger;PBAU7685148;030192;4094;30953000
Erasmus 1;Discharge;Terminal 1;Amsterdam;29993564;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;2924;3;7;Medium danger;PBAU5678486;030292;3987;41676000
Erasmus 1;Transit;Terminal 1;Amsterdam;15569332;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;3082;3;0;Medium danger;PBAU7853328;030392;7758;39728000
Erasmus 1;Discharge;Terminal 1;Amsterdam;33041292;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;2924;3;0;Great danger;PBAU2381193;030492;7806;89826000
Erasmus 1;Discharge;Terminal 1;Amsterdam;87262899;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1266;61;24;Medium danger;PBAU7856809;030592;3370;53278000
Erasmus 1;Discharge;Terminal 1;Amsterdam;97286604;Rectangular Tank;MATCHES, SAFETY;1760;8;0;Minor danger;PBAU9610102;030692;4209;53138000
Erasmus 1;Transit;Terminal 1;Amsterdam;15682265;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1993;8;0;Medium danger;PBAU7255517;030792;2705;41727000
Erasmus 1;Transit;Terminal 1;Amsterdam;38652940;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;3455;3;46;Medium danger;PBAU5208386;030892;3062;41514000
Erasmus 1;Discharge;Terminal 1;Amsterdam;54951494;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1807;3;0;Minor danger;PBAU5417922;030992;4278;9482000
Erasmus 1;Discharge;Terminal 1;Amsterdam;14132550;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;1807;8;13;Medium danger;PBAU8554401;031092;396;33935000
Erasmus 1;Discharge;Terminal 1;Amsterdam;33379543;Rectangular Tank;CRESOLS, SOLID;2922;9;15;Medium danger;PBAU2293064;030194;5334;12702000
Erasmus 1;Transit;Terminal 1;Amsterdam;21702137;Rectangular Tank;MATCHES, SAFETY;1993;3;24;Minor danger;PBAU7514869;030294;8297;88753000
Erasmus 1;Transit;Terminal 1;Amsterdam;55602945;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;1992;3;0;Medium danger;PBAU5408167;030394;1060;4732000
Erasmus 1;Transit;Terminal 1;Amsterdam;43384047;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);3261;61;0;Great danger;PBAU5541235;030494;3766;28624000
Erasmus 1;Transit;Terminal 1;Amsterdam;52136614;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;2329;8;24;Medium danger;PBAU7539669;030594;2039;39038000
Erasmus 1;Transit;Terminal 1;Amsterdam;25085161;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1266;8;0;Medium danger;PBAU3839725;030694;6484;24639000
Erasmus 1;Discharge;Terminal 1;Amsterdam;76679988;Rectangular Tank;BROMOPROPANES;1193;51;0;Medium danger;PBAU7151413;030794;6439;81949000
Erasmus 1;Transit;Terminal 1;Amsterdam;22069298;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;2874;3;13;Minor danger;PBAU9697085;030894;7801;25588000
Erasmus 1;Discharge;Terminal 1;Amsterdam;87328385;Rectangular Tank;TRIMETHYL PHOSPHITE;3272;3;0;Medium danger;PBAU3483634;030994;2247;81573000
Erasmus 1;Discharge;Terminal 1;Amsterdam;72330681;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1266;8;0;Medium danger;PBAU5241527;031094;9881;6784000
Erasmus 1;Discharge;Terminal 1;Amsterdam;74075804;Rectangular Tank;AMINOPHENOLS;3302;8;0;Medium danger;PBAU5194015;030196;2599;61373000
Erasmus 1;Transit;Terminal 1;Amsterdam;12353909;Rectangular Tank;ETHYL ORTHOFORMATE;3265;3;0;Medium danger;PBAU3898119;030296;9536;66638000
Erasmus 1;Transit;Terminal 1;Amsterdam;48343912;Rectangular Tank;FURALDEHYDES;1814;8;27;Medium danger;PBAU2952205;030396;5680;63782000
Erasmus 1;Transit;Terminal 1;Amsterdam;17011360;Rectangular Tank;SULPHURIC ACID;3272;61;30;Great danger;PBAU9113465;030496;3216;15239000
Erasmus 1;Transit;Terminal 1;Amsterdam;90576517;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1710;8;0;Medium danger;PBAU5171129;030596;1090;52438000
Erasmus 1;Transit;Terminal 1;Amsterdam;19761148;Rectangular Tank;ETHYL ORTHOFORMATE;3487;61;15;Medium danger;PBAU3290925;030696;7985;9065000
Erasmus 1;Discharge;Terminal 1;Amsterdam;64308849;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;3082;8;0;Medium danger;PBAU8405735;030796;4507;50866000
Erasmus 1;Transit;Terminal 1;Amsterdam;59812756;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1903;8;45;Medium danger;PBAU8630841;030896;97;37866000
Erasmus 1;Discharge;Terminal 1;Amsterdam;83304459;Rectangular Tank;TRIETHYLENETETRAMINE;2344;8;0;Minor danger;PBAU6907114;030996;6116;5458000
Erasmus 1;Discharge;Terminal 1;Amsterdam;56972363;Rectangular Tank;TRIETHYLENETETRAMINE;1807;3;0;Medium danger;PBAU4545673;031096;6955;89934000
Erasmus 1;Discharge;Terminal 1;Amsterdam;40090620;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1710;9;0;Medium danger;PBAU7446571;030198;4816;2968000
Erasmus 1;Discharge;Terminal 1;Amsterdam;46470561;Rectangular Tank;PHOSPHORUS PENTOXIDE;1170;61;27;Medium danger;PBAU8687815;030298;7838;32580000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45245936;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;3265;8;13;Medium danger;PBAU7923250;030398;7516;61758000
Erasmus 1;Discharge;Terminal 1;Amsterdam;11439383;Rectangular Tank;PERFUMERY PRODUCTS;2259;61;15;Medium danger;PBAU5568530;030498;1943;59237000
Erasmus 1;Discharge;Terminal 1;Amsterdam;85955095;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;1779;8;15;Medium danger;PBAU7147361;030598;2871;76186000
Erasmus 1;Transit;Terminal 1;Amsterdam;22882046;Rectangular Tank;TRICHLOROETHYLENE;3302;61;15;Medium danger;PBAU6549005;030698;3516;69657000
Erasmus 1;Transit;Terminal 1;Amsterdam;40492995;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;3082;8;60;Medium danger;PBAU2211443;030798;2009;13216000
Erasmus 1;Discharge;Terminal 1;Amsterdam;98905160;Rectangular Tank;MATCHES, SAFETY;2310;8;30;Medium danger;PBAU6662770;030898;8195;39438000
Erasmus 1;Transit;Terminal 1;Amsterdam;79069362;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);2796;3;0;Medium danger;PBAU8042001;030998;5700;45144000
Erasmus 1;Transit;Terminal 1;Amsterdam;26661360;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;3455;8;13;Medium danger;PBAU3795146;031098;6267;11517000
Erasmus 1;Transit;Terminal 1;Amsterdam;22815845;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);1992;3;0;Medium danger;PBAU4767156;040182;5259;2546000
Erasmus 1;Transit;Terminal 1;Amsterdam;54447442;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;3261;8;24;Minor danger;PBAU9773796;040282;9738;2461000
Erasmus 1;Discharge;Terminal 1;Amsterdam;52341470;Rectangular Tank;FORMIC ACID;1866;61;27;Minor danger;PBAU2458707;040382;3948;70113000
Erasmus 1;Transit;Terminal 1;Amsterdam;91571194;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3272;8;0;Minor danger;PBAU3943571;040482;7142;15104000
Erasmus 1;Discharge;Terminal 1;Amsterdam;98856722;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;2874;8;38;Medium danger;PBAU2788588;040582;6772;76874000
Erasmus 1;Discharge;Terminal 1;Amsterdam;91396880;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;1710;3;13;Medium danger;PBAU7594472;040682;7121;97439000
Erasmus 1;Transit;Terminal 1;Amsterdam;38905331;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1814;8;0;Medium danger;PBAU1831910;040782;1647;8723000
Erasmus 1;Transit;Terminal 1;Amsterdam;57662579;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;1814;8;45;Medium danger;PBAU1179311;040882;8490;24796000
Erasmus 1;Transit;Terminal 1;Amsterdam;66975329;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);3082;3;0;Medium danger;PBAU4602028;040982;6454;66152000
Erasmus 1;Discharge;Terminal 1;Amsterdam;59725611;Rectangular Tank;TRICHLOROETHYLENE;1760;8;118;Medium danger;PBAU4885302;041082;1552;25608000
Erasmus 1;Transit;Terminal 1;Amsterdam;36612441;Rectangular Tank;BROMOPROPANES;1710;3;15;Minor danger;PBAU5623615;040184;256;99062000
Erasmus 1;Transit;Terminal 1;Amsterdam;60206329;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1193;3;12;Minor danger;PBAU4579487;040284;4100;65819000
Erasmus 1;Discharge;Terminal 1;Amsterdam;18202154;Rectangular Tank;FURALDEHYDES;3455;61;38;Medium danger;PBAU5686560;040384;5797;45026000
Erasmus 1;Discharge;Terminal 1;Amsterdam;80400350;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1710;61;0;Minor danger;PBAU9052199;040484;6002;65824000
Erasmus 1;Discharge;Terminal 1;Amsterdam;15030571;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;1944;3;0;Medium danger;PBAU2355633;040584;6785;96872000
Erasmus 1;Discharge;Terminal 1;Amsterdam;60920035;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3455;3;0;Minor danger;PBAU5777376;040684;6589;83553000
Erasmus 1;Transit;Terminal 1;Amsterdam;21077066;Rectangular Tank;RESORCINOL;1779;3;13;Medium danger;PBAU3615387;040784;9202;44415000
Erasmus 1;Transit;Terminal 1;Amsterdam;94746278;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;1866;8;24;Medium danger;PBAU8130342;040884;7590;33352000
Erasmus 1;Transit;Terminal 1;Amsterdam;78762014;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;1710;3;0;Great danger;PBAU4308766;040984;4121;93137000
Erasmus 1;Transit;Terminal 1;Amsterdam;16137255;Rectangular Tank;PHOSPHORUS PENTOXIDE;1866;8;0;Medium danger;PBAU8193170;041084;7692;60927000
Erasmus 1;Transit;Terminal 1;Amsterdam;44039585;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;1807;3;0;Great danger;PBAU3428842;040186;9265;16220000
Erasmus 1;Transit;Terminal 1;Amsterdam;15075971;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;3487;51;0;Medium danger;PBAU3907153;040286;4155;34646000
Erasmus 1;Discharge;Terminal 1;Amsterdam;39294080;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);2796;3;0;Medium danger;PBAU1294854;040386;9356;60616000
Erasmus 1;Transit;Terminal 1;Amsterdam;92551479;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1266;3;13;Minor danger;PBAU6469914;040486;3178;81135000
Erasmus 1;Transit;Terminal 1;Amsterdam;54158999;Rectangular Tank;FURALDEHYDES;1807;3;46;Minor danger;PBAU9193074;040586;4508;73822000
Erasmus 1;Transit;Terminal 1;Amsterdam;81897330;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;1170;8;0;Medium danger;PBAU3172772;040686;5591;68589000
Erasmus 1;Transit;Terminal 1;Amsterdam;76197363;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;3487;3;0;Medium danger;PBAU6597818;040786;8968;17082000
Erasmus 1;Transit;Terminal 1;Amsterdam;70577546;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1710;8;15;Medium danger;PBAU6656824;040886;9537;96311000
Erasmus 1;Discharge;Terminal 1;Amsterdam;81591695;Rectangular Tank;FORMIC ACID;2310;8;0;Minor danger;PBAU6402061;040986;9151;84935000
Erasmus 1;Transit;Terminal 1;Amsterdam;36303680;Rectangular Tank;BROMOPROPANES;3082;3;24;Medium danger;PBAU2086406;041086;9850;5643000
